
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45348237850203      eV
 Composition: x =   0.12500000000292860     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  9     73       48           -67812.77518      -61056.63846    0.182894E-06    0.381029E-08
  9     74       96           -67812.80572      -61056.66901    0.452112E-06    0.470950E-08
  9     75       96           -67812.84596      -61056.70924    0.597664E-06    0.622566E-08
  9     76      192           -67812.86070      -61056.72398    0.132400E-05    0.689581E-08
  9     77       96           -67812.85495      -61056.71824    0.636132E-06    0.662638E-08
  9     78       48           -67812.87663      -61056.73991    0.369670E-06    0.770147E-08
  9     79       96           -67812.89835      -61056.76164    0.859586E-06    0.895402E-08
  9     80       32           -67812.80120      -61056.66449    0.146053E-06    0.456417E-08
  9     81       96           -67812.89119      -61056.75447    0.817916E-06    0.851995E-08
  9     82       16           -67812.84558      -61056.70887    0.993498E-07    0.620936E-08
 10      1       96           -68563.19951      -61056.38094    0.612997E-07    0.638539E-09
 10      2      192           -68563.22623      -61056.40766    0.147568E-06    0.768584E-09
 10      3       96           -68563.19852      -61056.37995    0.608828E-07    0.634196E-09
 10      4       96           -68563.19838      -61056.37981    0.608233E-07    0.633576E-09
 10      5       48           -68563.21124      -61056.39267    0.332488E-07    0.692684E-09
 10      6       48           -68563.24170      -61056.42313    0.410712E-07    0.855650E-09
 10      7      192           -68563.19709      -61056.37852    0.120559E-06    0.627910E-09
 10      8       96           -68563.20784      -61056.38927    0.649478E-07    0.676539E-09
 10      9       96           -68563.21364      -61056.39507    0.676149E-07    0.704322E-09
 10     10      192           -68563.25766      -61056.43909    0.183519E-06    0.955830E-09
 10     11       96           -68563.19797      -61056.37940    0.606488E-07    0.631759E-09
 10     12      192           -68563.22825      -61056.40968    0.149651E-06    0.779434E-09
 10     13       96           -68563.24672      -61056.42815    0.850495E-07    0.885933E-09
 10     14      192           -68563.24614      -61056.42757    0.169420E-06    0.882394E-09
 10     15       96           -68563.22693      -61056.40836    0.741442E-07    0.772335E-09
 10     16      192           -68563.22335      -61056.40478    0.144650E-06    0.753388E-09
 10     17      192           -68563.25546      -61056.43689    0.180740E-06    0.941355E-09
 10     18      192           -68563.25561      -61056.43703    0.180917E-06    0.942276E-09
 10     19      192           -68563.25470      -61056.43613    0.179789E-06    0.936399E-09
 10     20      192           -68563.26407      -61056.44550    0.191854E-06    0.999238E-09
 10     21      192           -68563.27507      -61056.45650    0.207069E-06    0.107849E-08
 10     22      192           -68563.27252      -61056.45395    0.203445E-06    0.105961E-08
 10     23      192           -68563.23484      -61056.41627    0.156644E-06    0.815855E-09
 10     24      192           -68563.19848      -61056.37991    0.121730E-06    0.634011E-09
 10     25       96           -68563.19666      -61056.37809    0.600998E-07    0.626040E-09
 10     26       96           -68563.23259      -61056.41402    0.771108E-07    0.803238E-09
 10     27      192           -68563.22735      -61056.40877    0.148713E-06    0.774546E-09
 10     28       64           -68563.25601      -61056.43744    0.604736E-07    0.944900E-09
 10     29      192           -68563.24584      -61056.42727    0.169067E-06    0.880560E-09
 10     30      192           -68563.22906      -61056.41049    0.150490E-06    0.783804E-09
 10     31      192           -68563.24792      -61056.42935    0.171524E-06    0.893356E-09
 10     32      192           -68563.24485      -61056.42628    0.167916E-06    0.874564E-09
 10     33      192           -68563.26372      -61056.44515    0.191390E-06    0.996822E-09
 10     34       96           -68563.22979      -61056.41122    0.756298E-07    0.787810E-09
 10     35       48           -68563.20800      -61056.38943    0.325104E-07    0.677300E-09
 10     36      192           -68563.24395      -61056.42538    0.166869E-06    0.869109E-09
 10     37       48           -68563.20696      -61056.38839    0.322758E-07    0.672413E-09
 10     38      192           -68563.28889      -61056.47031    0.227894E-06    0.118695E-08
 10     39      192           -68563.28843      -61056.46986    0.227182E-06    0.118324E-08
 10     40       96           -68563.29626      -61056.47768    0.119923E-06    0.124920E-08
 10     41       96           -68563.29383      -61056.47526    0.117926E-06    0.122839E-08
 10     42       32           -68563.25704      -61056.43847    0.304540E-07    0.951688E-09
 10     43       16           -68563.27082      -61056.45225    0.167545E-07    0.104716E-08
 10     44       48           -68563.20535      -61056.38678    0.319172E-07    0.664941E-09
 10     45      192           -68563.25355      -61056.43498    0.178356E-06    0.928940E-09
 10     46       48           -68563.24488      -61056.42631    0.419869E-07    0.874728E-09
 10     47      192           -68563.27231      -61056.45373    0.203134E-06    0.105799E-08
 10     48      192           -68563.25558      -61056.43700    0.180878E-06    0.942073E-09
 10     49       48           -68563.21547      -61056.39690    0.342376E-07    0.713284E-09
 10     50       48           -68563.26774      -61056.44917    0.492001E-07    0.102500E-08
 10     51      192           -68563.29441      -61056.47584    0.236799E-06    0.123333E-08
 10     52      192           -68563.30566      -61056.48708    0.256005E-06    0.133336E-08
 10     53       24           -68563.22534      -61056.40677    0.183322E-07    0.763843E-09
 10     54       96           -68563.30286      -61056.48429    0.125544E-06    0.130775E-08
 10     55       96           -68563.21527      -61056.39670    0.683832E-07    0.712325E-09
 10     56       32           -68563.24851      -61056.42994    0.287054E-07    0.897044E-09
 10     57       96           -68563.26640      -61056.44783    0.974925E-07    0.101555E-08
 10     58       48           -68563.30263      -61056.48406    0.626731E-07    0.130569E-08
 10     59       96           -68563.30455      -61056.48598    0.127027E-06    0.132319E-08
 10     60       96           -68563.30780      -61056.48923    0.129924E-06    0.135337E-08
 10     61       16           -68563.23690      -61056.41833    0.132417E-07    0.827608E-09
 10     62       96           -68563.29162      -61056.47305    0.116127E-06    0.120965E-08
 10     63       48           -68563.30391      -61056.48534    0.632311E-07    0.131732E-08
 10     64       96           -68563.29514      -61056.47657    0.119001E-06    0.123960E-08
 10     65       48           -68563.32761      -61056.50904    0.745285E-07    0.155268E-08
 11      1       96           -69313.62809      -61056.12767    0.105804E-07    0.110213E-09
 11      2       48           -69313.62715      -61056.12672    0.525576E-08    0.109495E-09
 11      3       96           -69313.65893      -61056.15850    0.131037E-07    0.136497E-09
 11      4      192           -69313.68541      -61056.18498    0.314915E-07    0.164018E-09
 11      5       96           -69313.62681      -61056.12639    0.104869E-07    0.109239E-09
 11      6      192           -69313.65819      -61056.15777    0.260738E-07    0.135801E-09
 11      7      192           -69313.65744      -61056.15702    0.259385E-07    0.135096E-09
 11      8      192           -69313.65830      -61056.15787    0.260924E-07    0.135898E-09
 11      9      192           -69313.67591      -61056.17548    0.294822E-07    0.153553E-09
 11     10      192           -69313.65793      -61056.15750    0.260266E-07    0.135555E-09
 11     11       96           -69313.63928      -61056.13885    0.114342E-07    0.119106E-09
 11     12       96           -69313.70426      -61056.20383    0.179451E-07    0.186929E-09
 11     13      192           -69313.70946      -61056.20903    0.372079E-07    0.193791E-09
 11     14       96           -69313.68995      -61056.18952    0.162494E-07    0.169264E-09
 11     15       96           -69313.70310      -61056.20268    0.178018E-07    0.185436E-09
 11     16      192           -69313.66833      -61056.16790    0.279722E-07    0.145688E-09
 11     17      192           -69313.70143      -61056.20100    0.351929E-07    0.183296E-09
 11     18       48           -69313.70704      -61056.20661    0.914695E-08    0.190562E-09
 11     19      192           -69313.71851      -61056.21808    0.396188E-07    0.206348E-09
 11     20       48           -69313.64847      -61056.14804    0.609341E-08    0.126946E-09
 11     21       96           -69313.66195      -61056.16152    0.133807E-07    0.139383E-09
 11     22       48           -69313.62968      -61056.12925    0.534873E-08    0.111432E-09
 11     23      192           -69313.67752      -61056.17709    0.298147E-07    0.155285E-09
 11     24       96           -69313.68931      -61056.18888    0.161774E-07    0.168514E-09
 11     25       96           -69313.71057      -61056.21014    0.187474E-07    0.195285E-09
 11     26      192           -69313.71815      -61056.21772    0.395194E-07    0.205830E-09
 11     27       96           -69313.68511      -61056.18468    0.157127E-07    0.163674E-09
 11     28       96           -69313.71676      -61056.21633    0.195708E-07    0.203862E-09
 11     29       96           -69313.73547      -61056.23504    0.222827E-07    0.232111E-09
 11     30       96           -69313.68841      -61056.18798    0.160770E-07    0.167469E-09
 11     31       96           -69313.73744      -61056.23701    0.225886E-07    0.235298E-09
 11     32      192           -69313.74174      -61056.24131    0.465444E-07    0.242419E-09
 11     33       96           -69313.72588      -61056.22545    0.208478E-07    0.217165E-09
 11     34       48           -69313.73495      -61056.23452    0.111010E-07    0.231271E-09
 11     35       96           -69313.72839      -61056.22797    0.212153E-07    0.220992E-09
 12      1        8           -70064.06517      -61055.88289    0.161414E-09    0.201768E-10
 12      2      192           -70064.09310      -61055.91082    0.470205E-08    0.244898E-10
 12      3       96           -70064.12351      -61055.94123    0.290316E-08    0.302412E-10
 12      4       96           -70064.13387      -61055.95158    0.311931E-08    0.324928E-10
 12      5       96           -70064.13171      -61055.94943    0.307307E-08    0.320112E-10
 12      6       96           -70064.09231      -61055.91003    0.233823E-08    0.243565E-10
 12      7      192           -70064.12289      -61055.94060    0.578116E-08    0.301102E-10
 12      8       12           -70064.07365      -61055.89136    0.256785E-09    0.213987E-10
 12      9       96           -70064.14746      -61055.96518    0.342780E-08    0.357062E-10
 12     10      192           -70064.15224      -61055.96995    0.708636E-08    0.369081E-10
 12     11       96           -70064.12175      -61055.93946    0.286779E-08    0.298728E-10
 12     12       24           -70064.12149      -61055.93921    0.715696E-09    0.298207E-10
 12     13       96           -70064.16960      -61055.98731    0.399672E-08    0.416325E-10
 12     14       48           -70064.13176      -61055.94947    0.153704E-08    0.320216E-10
 12     15       48           -70064.13138      -61055.94910    0.153303E-08    0.319382E-10
 12     16       96           -70064.16325      -61055.98096    0.382445E-08    0.398380E-10
 12     17       96           -70064.14087      -61055.95858    0.327450E-08    0.341094E-10
 12     18      192           -70064.17831      -61055.99603    0.849132E-08    0.442256E-10
 12     19       24           -70064.18632      -61056.00403    0.112203E-08    0.467511E-10
 12     20        4           -70064.09081      -61055.90853    0.964170E-10    0.241042E-10
 12     21       12           -70064.18951      -61056.00723    0.573580E-09    0.477984E-10
 12     22        8           -70064.18482      -61056.00253    0.370142E-09    0.462678E-10
 13      1       32           -70814.54558      -61055.68144    0.159650E-09    0.498905E-11
 13      2       48           -70814.54591      -61055.68177    0.240023E-09    0.500049E-11
 13      3       96           -70814.57501      -61055.71087    0.587390E-09    0.611865E-11
 13      4      192           -70814.58531      -61055.72117    0.126179E-08    0.657183E-11
 13      5       96           -70814.60588      -61055.74174    0.727676E-09    0.757996E-11
 13      6       16           -70814.56608      -61055.70194    0.920178E-10    0.575111E-11
 13      7       48           -70814.61397      -61055.74982    0.384817E-09    0.801703E-11
 13      8       32           -70814.62200      -61055.75786    0.271253E-09    0.847665E-11
 14      1       48           -71565.03360      -61055.48760    0.624203E-10    0.130042E-11
 14      2       24           -71565.04294      -61055.49694    0.332981E-10    0.138742E-11
 14      3       48           -71565.06234      -61055.51634    0.761935E-10    0.158736E-11
 15      1       16           -72315.51012      -61055.28226    0.500773E-11    0.312983E-12
 16      1        1           -73065.97876      -61055.06904    0.713202E-13    0.713202E-13
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.12689
     1            0.26160
     2            0.28794
     3            0.19070
     4            0.08890
     5            0.03213
     6            0.00928
     7            0.00211
     8            0.00039
     9            0.00006
    10            0.00001
    11            0.00000
    12            0.00000
    13            0.00000
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Ideal disorder limit
 Composition: x =   0.12500000000000000     
  n      m     omega(n,m)     E(n,m)                           prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561                    0.118067E+00    0.118067E+00
  1      1       16           -61809.52206                    0.269868E+00    0.168667E-01
  2      1       48           -62559.91747                    0.115658E+00    0.240953E-02
  2      2       24           -62559.92649                    0.578288E-01    0.240953E-02
  2      3       48           -62559.93679                    0.115658E+00    0.240953E-02
  3      1       48           -63310.31227                    0.165225E-01    0.344219E-03
  3      2       32           -63310.31342                    0.110150E-01    0.344219E-03
  3      3       96           -63310.32148                    0.330450E-01    0.344219E-03
  3      4      192           -63310.33108                    0.660900E-01    0.344219E-03
  3      5       96           -63310.33003                    0.330450E-01    0.344219E-03
  3      6       48           -63310.32923                    0.165225E-01    0.344219E-03
  3      7       32           -63310.36223                    0.110150E-01    0.344219E-03
  3      8       16           -63310.29084                    0.550750E-02    0.344219E-03
  4      1       12           -64060.69708                    0.590090E-03    0.491741E-04
  4      2      192           -64060.71656                    0.944143E-02    0.491741E-04
  4      3      192           -64060.71491                    0.944143E-02    0.491741E-04
  4      4       96           -64060.72606                    0.472072E-02    0.491741E-04
  4      5       24           -64060.72769                    0.118018E-02    0.491741E-04
  4      6       96           -64060.73540                    0.472072E-02    0.491741E-04
  4      7       48           -64060.73390                    0.236036E-02    0.491741E-04
  4      8       96           -64060.71444                    0.472072E-02    0.491741E-04
  4      9      192           -64060.73261                    0.944143E-02    0.491741E-04
  4     10       96           -64060.75440                    0.472072E-02    0.491741E-04
  4     11       96           -64060.75643                    0.472072E-02    0.491741E-04
  4     12       96           -64060.72217                    0.472072E-02    0.491741E-04
  4     13       96           -64060.69587                    0.472072E-02    0.491741E-04
  4     14       96           -64060.72462                    0.472072E-02    0.491741E-04
  4     15       96           -64060.73338                    0.472072E-02    0.491741E-04
  4     16      192           -64060.74358                    0.944143E-02    0.491741E-04
  4     17       48           -64060.73462                    0.236036E-02    0.491741E-04
  4     18       24           -64060.74005                    0.118018E-02    0.491741E-04
  4     19        8           -64060.70845                    0.393393E-03    0.491741E-04
  4     20        4           -64060.71469                    0.196697E-03    0.491741E-04
  4     21       12           -64060.72936                    0.590090E-03    0.491741E-04
  4     22        8           -64060.80941                    0.393393E-03    0.491741E-04
  5      1       96           -64811.10732                    0.674388E-03    0.702488E-05
  5      2      192           -64811.12798                    0.134878E-02    0.702488E-05
  5      3       48           -64811.11935                    0.337194E-03    0.702488E-05
  5      4      192           -64811.11591                    0.134878E-02    0.702488E-05
  5      5       96           -64811.13305                    0.674388E-03    0.702488E-05
  5      6      192           -64811.14693                    0.134878E-02    0.702488E-05
  5      7       96           -64811.14333                    0.674388E-03    0.702488E-05
  5      8       96           -64811.11657                    0.674388E-03    0.702488E-05
  5      9       96           -64811.15908                    0.674388E-03    0.702488E-05
  5     10      192           -64811.12358                    0.134878E-02    0.702488E-05
  5     11       96           -64811.15460                    0.674388E-03    0.702488E-05
  5     12       96           -64811.13429                    0.674388E-03    0.702488E-05
  5     13       48           -64811.09652                    0.337194E-03    0.702488E-05
  5     14       96           -64811.09885                    0.674388E-03    0.702488E-05
  5     15       96           -64811.10455                    0.674388E-03    0.702488E-05
  5     16      192           -64811.12491                    0.134878E-02    0.702488E-05
  5     17      192           -64811.13724                    0.134878E-02    0.702488E-05
  5     18      192           -64811.14338                    0.134878E-02    0.702488E-05
  5     19      192           -64811.14607                    0.134878E-02    0.702488E-05
  5     20      192           -64811.15355                    0.134878E-02    0.702488E-05
  5     21       96           -64811.14266                    0.674388E-03    0.702488E-05
  5     22       96           -64811.16473                    0.674388E-03    0.702488E-05
  5     23      192           -64811.12660                    0.134878E-02    0.702488E-05
  5     24      192           -64811.13486                    0.134878E-02    0.702488E-05
  5     25      192           -64811.15418                    0.134878E-02    0.702488E-05
  5     26      192           -64811.14948                    0.134878E-02    0.702488E-05
  5     27       96           -64811.13234                    0.674388E-03    0.702488E-05
  5     28       96           -64811.14099                    0.674388E-03    0.702488E-05
  5     29       96           -64811.10918                    0.674388E-03    0.702488E-05
  5     30       48           -64811.11499                    0.337194E-03    0.702488E-05
  5     31       48           -64811.12250                    0.337194E-03    0.702488E-05
  5     32       96           -64811.15092                    0.674388E-03    0.702488E-05
  5     33       96           -64811.15329                    0.674388E-03    0.702488E-05
  5     34       48           -64811.17400                    0.337194E-03    0.702488E-05
  5     35       96           -64811.20776                    0.674388E-03    0.702488E-05
  6      1       48           -65561.52021                    0.481706E-04    0.100355E-05
  6      2       96           -65561.51663                    0.963412E-04    0.100355E-05
  6      3       96           -65561.53725                    0.963412E-04    0.100355E-05
  6      4       96           -65561.55042                    0.963412E-04    0.100355E-05
  6      5      192           -65561.54507                    0.192682E-03    0.100355E-05
  6      6      192           -65561.52659                    0.192682E-03    0.100355E-05
  6      7      192           -65561.55623                    0.192682E-03    0.100355E-05
  6      8       16           -65561.58156                    0.160569E-04    0.100355E-05
  6      9       48           -65561.53048                    0.481706E-04    0.100355E-05
  6     10      192           -65561.50648                    0.192682E-03    0.100355E-05
  6     11       96           -65561.50926                    0.963412E-04    0.100355E-05
  6     12       32           -65561.53261                    0.321137E-04    0.100355E-05
  6     13      192           -65561.53638                    0.192682E-03    0.100355E-05
  6     14      192           -65561.55508                    0.192682E-03    0.100355E-05
  6     15      192           -65561.56568                    0.192682E-03    0.100355E-05
  6     16      192           -65561.52769                    0.192682E-03    0.100355E-05
  6     17      192           -65561.54578                    0.192682E-03    0.100355E-05
  6     18       64           -65561.54481                    0.642274E-04    0.100355E-05
  6     19      192           -65561.55339                    0.192682E-03    0.100355E-05
  6     20       96           -65561.56876                    0.963412E-04    0.100355E-05
  6     21      192           -65561.56988                    0.192682E-03    0.100355E-05
  6     22      192           -65561.54427                    0.192682E-03    0.100355E-05
  6     23      192           -65561.55311                    0.192682E-03    0.100355E-05
  6     24      192           -65561.57385                    0.192682E-03    0.100355E-05
  6     25      192           -65561.56475                    0.192682E-03    0.100355E-05
  6     26       96           -65561.58096                    0.963412E-04    0.100355E-05
  6     27      192           -65561.56031                    0.192682E-03    0.100355E-05
  6     28       96           -65561.53571                    0.963412E-04    0.100355E-05
  6     29      192           -65561.55869                    0.192682E-03    0.100355E-05
  6     30      192           -65561.55524                    0.192682E-03    0.100355E-05
  6     31      192           -65561.55868                    0.192682E-03    0.100355E-05
  6     32      192           -65561.56461                    0.192682E-03    0.100355E-05
  6     33       48           -65561.50632                    0.481706E-04    0.100355E-05
  6     34      192           -65561.52438                    0.192682E-03    0.100355E-05
  6     35       32           -65561.54198                    0.321137E-04    0.100355E-05
  6     36      192           -65561.51409                    0.192682E-03    0.100355E-05
  6     37       48           -65561.51811                    0.481706E-04    0.100355E-05
  6     38       96           -65561.51989                    0.963412E-04    0.100355E-05
  6     39       96           -65561.51745                    0.963412E-04    0.100355E-05
  6     40       96           -65561.52718                    0.963412E-04    0.100355E-05
  6     41       48           -65561.51654                    0.481706E-04    0.100355E-05
  6     42      192           -65561.54816                    0.192682E-03    0.100355E-05
  6     43       24           -65561.51377                    0.240853E-04    0.100355E-05
  6     44       96           -65561.52518                    0.963412E-04    0.100355E-05
  6     45      192           -65561.54372                    0.192682E-03    0.100355E-05
  6     46      192           -65561.55012                    0.192682E-03    0.100355E-05
  6     47       96           -65561.54490                    0.963412E-04    0.100355E-05
  6     48       96           -65561.55341                    0.963412E-04    0.100355E-05
  6     49       96           -65561.57079                    0.963412E-04    0.100355E-05
  6     50       48           -65561.53532                    0.481706E-04    0.100355E-05
  6     51       96           -65561.57028                    0.963412E-04    0.100355E-05
  6     52      192           -65561.57470                    0.192682E-03    0.100355E-05
  6     53       96           -65561.57929                    0.963412E-04    0.100355E-05
  6     54       48           -65561.57496                    0.481706E-04    0.100355E-05
  6     55      192           -65561.56311                    0.192682E-03    0.100355E-05
  6     56       96           -65561.57904                    0.963412E-04    0.100355E-05
  6     57       16           -65561.54741                    0.160569E-04    0.100355E-05
  6     58       48           -65561.51364                    0.481706E-04    0.100355E-05
  6     59       48           -65561.55833                    0.481706E-04    0.100355E-05
  6     60       96           -65561.60610                    0.963412E-04    0.100355E-05
  6     61      192           -65561.59742                    0.192682E-03    0.100355E-05
  6     62       96           -65561.62828                    0.963412E-04    0.100355E-05
  6     63       96           -65561.60348                    0.963412E-04    0.100355E-05
  6     64       48           -65561.61413                    0.481706E-04    0.100355E-05
  6     65       48           -65561.59121                    0.481706E-04    0.100355E-05
  7      1      192           -66311.94451                    0.275260E-04    0.143365E-06
  7      2       48           -66311.97842                    0.688151E-05    0.143365E-06
  7      3       96           -66311.94963                    0.137630E-04    0.143365E-06
  7      4       96           -66311.91560                    0.137630E-04    0.143365E-06
  7      5       48           -66311.91094                    0.688151E-05    0.143365E-06
  7      6       96           -66311.93192                    0.137630E-04    0.143365E-06
  7      7       96           -66311.96458                    0.137630E-04    0.143365E-06
  7      8      192           -66311.94323                    0.275260E-04    0.143365E-06
  7      9      192           -66311.96152                    0.275260E-04    0.143365E-06
  7     10      192           -66311.97454                    0.275260E-04    0.143365E-06
  7     11      192           -66311.98827                    0.275260E-04    0.143365E-06
  7     12      192           -66311.96920                    0.275260E-04    0.143365E-06
  7     13      192           -66311.97897                    0.275260E-04    0.143365E-06
  7     14      192           -66311.95455                    0.275260E-04    0.143365E-06
  7     15      192           -66311.94879                    0.275260E-04    0.143365E-06
  7     16      192           -66311.97501                    0.275260E-04    0.143365E-06
  7     17      192           -66311.97941                    0.275260E-04    0.143365E-06
  7     18      192           -66311.97931                    0.275260E-04    0.143365E-06
  7     19       96           -66311.98554                    0.137630E-04    0.143365E-06
  7     20       96           -66311.97225                    0.137630E-04    0.143365E-06
  7     21      192           -66311.93300                    0.275260E-04    0.143365E-06
  7     22      192           -66311.95195                    0.275260E-04    0.143365E-06
  7     23       96           -66311.91308                    0.137630E-04    0.143365E-06
  7     24       96           -66311.92432                    0.137630E-04    0.143365E-06
  7     25      192           -66311.93376                    0.275260E-04    0.143365E-06
  7     26      192           -66311.94964                    0.275260E-04    0.143365E-06
  7     27      192           -66311.95674                    0.275260E-04    0.143365E-06
  7     28      192           -66311.94869                    0.275260E-04    0.143365E-06
  7     29       96           -66311.96376                    0.137630E-04    0.143365E-06
  7     30      192           -66311.92504                    0.275260E-04    0.143365E-06
  7     31       96           -66311.92608                    0.137630E-04    0.143365E-06
  7     32      192           -66311.94219                    0.275260E-04    0.143365E-06
  7     33      192           -66311.95534                    0.275260E-04    0.143365E-06
  7     34      192           -66311.93241                    0.275260E-04    0.143365E-06
  7     35      192           -66311.94584                    0.275260E-04    0.143365E-06
  7     36      192           -66311.96232                    0.275260E-04    0.143365E-06
  7     37      192           -66311.94051                    0.275260E-04    0.143365E-06
  7     38       96           -66311.94944                    0.137630E-04    0.143365E-06
  7     39      192           -66311.96984                    0.275260E-04    0.143365E-06
  7     40       96           -66311.93276                    0.137630E-04    0.143365E-06
  7     41      192           -66311.96916                    0.275260E-04    0.143365E-06
  7     42       96           -66311.96775                    0.137630E-04    0.143365E-06
  7     43       96           -66311.96666                    0.137630E-04    0.143365E-06
  7     44       96           -66311.99143                    0.137630E-04    0.143365E-06
  7     45       96           -66311.96841                    0.137630E-04    0.143365E-06
  7     46      192           -66311.97714                    0.275260E-04    0.143365E-06
  7     47      192           -66311.96119                    0.275260E-04    0.143365E-06
  7     48      192           -66311.99185                    0.275260E-04    0.143365E-06
  7     49      192           -66311.99770                    0.275260E-04    0.143365E-06
  7     50      192           -66311.97840                    0.275260E-04    0.143365E-06
  7     51       48           -66311.98007                    0.688151E-05    0.143365E-06
  7     52       96           -66311.96713                    0.137630E-04    0.143365E-06
  7     53       48           -66311.91035                    0.688151E-05    0.143365E-06
  7     54       96           -66311.93432                    0.137630E-04    0.143365E-06
  7     55      192           -66311.93864                    0.275260E-04    0.143365E-06
  7     56      192           -66311.94337                    0.275260E-04    0.143365E-06
  7     57       32           -66311.93053                    0.458767E-05    0.143365E-06
  7     58       96           -66311.95366                    0.137630E-04    0.143365E-06
  7     59       96           -66311.95312                    0.137630E-04    0.143365E-06
  7     60      192           -66311.96400                    0.275260E-04    0.143365E-06
  7     61       96           -66311.96270                    0.137630E-04    0.143365E-06
  7     62       16           -66311.93216                    0.229384E-05    0.143365E-06
  7     63       96           -66311.99363                    0.137630E-04    0.143365E-06
  7     64      192           -66312.02416                    0.275260E-04    0.143365E-06
  7     65      192           -66312.00195                    0.275260E-04    0.143365E-06
  7     66      192           -66312.02133                    0.275260E-04    0.143365E-06
  7     67      192           -66312.01008                    0.275260E-04    0.143365E-06
  7     68       64           -66311.99630                    0.917535E-05    0.143365E-06
  7     69       96           -66312.02607                    0.137630E-04    0.143365E-06
  7     70      192           -66312.01215                    0.275260E-04    0.143365E-06
  7     71      192           -66312.02303                    0.275260E-04    0.143365E-06
  7     72       96           -66311.98848                    0.137630E-04    0.143365E-06
  7     73      192           -66312.02080                    0.275260E-04    0.143365E-06
  7     74       96           -66311.98403                    0.137630E-04    0.143365E-06
  7     75       96           -66312.03621                    0.137630E-04    0.143365E-06
  7     76      192           -66311.98906                    0.275260E-04    0.143365E-06
  7     77       96           -66311.99918                    0.137630E-04    0.143365E-06
  7     78       96           -66311.95201                    0.137630E-04    0.143365E-06
  7     79       96           -66311.97882                    0.137630E-04    0.143365E-06
  7     80       48           -66311.97449                    0.688151E-05    0.143365E-06
  7     81       32           -66312.00074                    0.458767E-05    0.143365E-06
  7     82       16           -66312.07070                    0.229384E-05    0.143365E-06
  8      1       48           -67062.37149                    0.983073E-06    0.204807E-07
  8      2       96           -67062.33935                    0.196615E-05    0.204807E-07
  8      3      192           -67062.38655                    0.393229E-05    0.204807E-07
  8      4      192           -67062.36876                    0.393229E-05    0.204807E-07
  8      5      192           -67062.39867                    0.393229E-05    0.204807E-07
  8      6      192           -67062.39225                    0.393229E-05    0.204807E-07
  8      7       96           -67062.35957                    0.196615E-05    0.204807E-07
  8      8      192           -67062.33768                    0.393229E-05    0.204807E-07
  8      9      192           -67062.35671                    0.393229E-05    0.204807E-07
  8     10       96           -67062.36931                    0.196615E-05    0.204807E-07
  8     11      192           -67062.37592                    0.393229E-05    0.204807E-07
  8     12      192           -67062.37400                    0.393229E-05    0.204807E-07
  8     13       48           -67062.32089                    0.983073E-06    0.204807E-07
  8     14      192           -67062.34967                    0.393229E-05    0.204807E-07
  8     15      192           -67062.34013                    0.393229E-05    0.204807E-07
  8     16      192           -67062.35628                    0.393229E-05    0.204807E-07
  8     17      192           -67062.36970                    0.393229E-05    0.204807E-07
  8     18      192           -67062.36911                    0.393229E-05    0.204807E-07
  8     19       96           -67062.36918                    0.196615E-05    0.204807E-07
  8     20       96           -67062.38028                    0.196615E-05    0.204807E-07
  8     21       96           -67062.35428                    0.196615E-05    0.204807E-07
  8     22      192           -67062.36855                    0.393229E-05    0.204807E-07
  8     23      192           -67062.39009                    0.393229E-05    0.204807E-07
  8     24       96           -67062.37760                    0.196615E-05    0.204807E-07
  8     25       48           -67062.40669                    0.983073E-06    0.204807E-07
  8     26       96           -67062.38834                    0.196615E-05    0.204807E-07
  8     27       12           -67062.33386                    0.245768E-06    0.204807E-07
  8     28       96           -67062.36664                    0.196615E-05    0.204807E-07
  8     29       96           -67062.36557                    0.196615E-05    0.204807E-07
  8     30       96           -67062.38265                    0.196615E-05    0.204807E-07
  8     31      192           -67062.37600                    0.393229E-05    0.204807E-07
  8     32      192           -67062.40881                    0.393229E-05    0.204807E-07
  8     33      192           -67062.39069                    0.393229E-05    0.204807E-07
  8     34      192           -67062.39482                    0.393229E-05    0.204807E-07
  8     35      192           -67062.39888                    0.393229E-05    0.204807E-07
  8     36       48           -67062.38652                    0.983073E-06    0.204807E-07
  8     37       48           -67062.41005                    0.983073E-06    0.204807E-07
  8     38      192           -67062.33684                    0.393229E-05    0.204807E-07
  8     39      192           -67062.34865                    0.393229E-05    0.204807E-07
  8     40      192           -67062.35818                    0.393229E-05    0.204807E-07
  8     41       24           -67062.32830                    0.491536E-06    0.204807E-07
  8     42      192           -67062.35732                    0.393229E-05    0.204807E-07
  8     43       96           -67062.36696                    0.196615E-05    0.204807E-07
  8     44       96           -67062.37934                    0.196615E-05    0.204807E-07
  8     45       48           -67062.35793                    0.983073E-06    0.204807E-07
  8     46       96           -67062.36611                    0.196615E-05    0.204807E-07
  8     47      192           -67062.37410                    0.393229E-05    0.204807E-07
  8     48      192           -67062.38632                    0.393229E-05    0.204807E-07
  8     49      192           -67062.36835                    0.393229E-05    0.204807E-07
