        T    Average data
       1.0     10.9108     10.9108     10.9108   1298.8786
     300.0     10.9111     10.9112     10.9118   1299.0868
    1000.0     10.9110     10.9114     10.9119   1299.1027
  Infinite     10.9109     10.9114     10.9119   1299.1031
