 x      1.0000000000000000        300.00000000000000        1000.0000000000000     
  -677.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -677.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -676.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.195981E-05  0.197802E-05
  -667.600  0.000000E+00  0.269364E-05  0.326635E-05  0.329670E-05
  -667.500  0.000000E+00  0.430982E-05  0.522616E-05  0.527473E-05
  -667.400  0.000000E+00  0.646473E-05  0.783924E-05  0.791209E-05
  -667.300  0.000000E+00  0.102358E-04  0.124121E-04  0.125275E-04
  -667.200  0.000000E+00  0.150844E-04  0.182916E-04  0.184615E-04
  -667.100  0.000000E+00  0.226265E-04  0.274374E-04  0.276923E-04
  -667.000  0.000000E+00  0.358213E-04  0.448982E-04  0.461538E-04
  -666.900  0.000000E+00  0.503669E-04  0.625365E-04  0.639560E-04
  -666.800  0.000000E+00  0.708385E-04  0.873607E-04  0.890110E-04
  -666.700  0.000000E+00  0.112677E-03  0.138060E-03  0.140440E-03
  -666.600  0.000000E+00  0.152808E-03  0.188184E-03  0.191868E-03
  -666.500  0.000000E+00  0.216986E-03  0.267930E-03  0.273626E-03
  -666.400  0.000000E+00  0.300837E-03  0.372495E-03  0.381099E-03
  -666.300  0.000000E+00  0.406515E-03  0.504493E-03  0.516923E-03
  -666.200  0.000000E+00  0.549435E-03  0.683573E-03  0.701538E-03
  -666.100  0.000000E+00  0.748283E-03  0.931864E-03  0.957363E-03
  -666.000  0.000000E+00  0.997055E-03  0.124308E-02  0.127846E-02
  -665.900  0.000000E+00  0.131226E-02  0.163771E-02  0.168593E-02
  -665.800  0.000000E+00  0.171687E-02  0.214600E-02  0.221209E-02
  -665.700  0.000000E+00  0.223260E-02  0.279263E-02  0.288132E-02
  -665.600  0.000000E+00  0.287104E-02  0.359334E-02  0.371077E-02
  -665.500  0.000000E+00  0.367541E-02  0.460118E-02  0.475516E-02
  -665.400  0.000000E+00  0.466633E-02  0.584071E-02  0.603956E-02
  -665.300  0.000000E+00  0.589578E-02  0.737581E-02  0.762989E-02
  -665.200  0.000000E+00  0.738007E-02  0.922203E-02  0.954066E-02
  -665.100  0.000000E+00  0.917735E-02  0.114487E-01  0.118424E-01
  -665.000  0.000000E+00  0.113228E-01  0.140986E-01  0.145793E-01
  -664.900  0.000000E+00  0.138788E-01  0.172386E-01  0.178160E-01
  -664.800  0.000000E+00  0.168788E-01  0.209063E-01  0.215901E-01
  -664.700  0.000000E+00  0.203781E-01  0.251589E-01  0.259556E-01
  -664.600  0.000000E+00  0.244108E-01  0.300297E-01  0.309429E-01
  -664.500  0.000000E+00  0.290065E-01  0.355509E-01  0.365835E-01
  -664.400  0.000000E+00  0.341969E-01  0.417413E-01  0.428868E-01
  -664.300  0.000000E+00  0.399794E-01  0.485950E-01  0.498455E-01
  -664.200  0.000000E+00  0.463475E-01  0.560932E-01  0.574345E-01
  -664.100  0.000000E+00  0.532990E-01  0.642311E-01  0.656473E-01
  -664.000  0.000000E+00  0.607583E-01  0.729103E-01  0.743789E-01
  -663.900  0.000000E+00  0.686887E-01  0.820853E-01  0.835807E-01
  -663.800  0.000000E+00  0.770251E-01  0.916904E-01  0.931905E-01
  -663.700  0.000000E+00  0.856541E-01  0.101596E+00  0.103077E+00
  -663.600  0.000000E+00  0.944979E-01  0.111722E+00  0.113166E+00
  -663.500  0.000000E+00  0.103442E+00  0.121961E+00  0.123358E+00
  -663.400  0.000000E+00  0.112383E+00  0.132211E+00  0.133558E+00
  -663.300  0.000000E+00  0.121205E+00  0.142357E+00  0.143660E+00
  -663.200  0.000000E+00  0.129789E+00  0.152302E+00  0.153587E+00
  -663.100  0.000000E+00  0.138050E+00  0.161971E+00  0.163273E+00
  -663.000  0.000000E+00  0.145855E+00  0.171237E+00  0.172606E+00
  -662.900  0.000000E+00  0.153137E+00  0.180047E+00  0.181546E+00
  -662.800  0.000000E+00  0.159806E+00  0.188317E+00  0.190021E+00
  -662.700  0.000000E+00  0.165748E+00  0.195928E+00  0.197918E+00
  -662.600  0.000000E+00  0.170895E+00  0.202796E+00  0.205158E+00
  -662.500  0.000000E+00  0.175199E+00  0.208866E+00  0.211685E+00
  -662.400  0.000000E+00  0.178584E+00  0.214024E+00  0.217383E+00
  -662.300  0.000000E+00  0.181009E+00  0.218190E+00  0.222156E+00
  -662.200  0.000000E+00  0.182402E+00  0.221251E+00  0.225882E+00
  -662.100  0.000000E+00  0.182774E+00  0.223163E+00  0.228494E+00
  -662.000  0.000000E+00  0.182144E+00  0.223884E+00  0.229925E+00
  -661.900  0.000000E+00  0.180524E+00  0.223379E+00  0.230116E+00
  -661.800  0.000000E+00  0.178006E+00  0.221657E+00  0.229039E+00
  -661.700  0.000000E+00  0.174679E+00  0.218771E+00  0.226719E+00
  -661.600  0.000000E+00  0.170668E+00  0.214792E+00  0.223199E+00
  -661.500  0.000000E+00  0.166147E+00  0.209841E+00  0.218562E+00
  -661.400  0.000000E+00  0.161298E+00  0.204073E+00  0.212937E+00
  -661.300  0.000000E+00  0.156296E+00  0.197642E+00  0.206455E+00
  -661.200  0.000000E+00  0.151353E+00  0.190743E+00  0.199290E+00
  -661.100  0.000000E+00  0.146672E+00  0.183580E+00  0.191631E+00
  -661.000  0.000000E+00  0.142408E+00  0.176332E+00  0.183653E+00
  -660.900  0.000000E+00  0.138726E+00  0.169189E+00  0.175551E+00
  -660.800  0.000000E+00  0.135751E+00  0.162326E+00  0.167506E+00
  -660.700  0.000000E+00  0.133524E+00  0.155838E+00  0.159638E+00
  -660.600  0.000000E+00  0.132107E+00  0.149860E+00  0.152106E+00
  -660.500  0.000000E+00  0.131440E+00  0.144412E+00  0.144967E+00
  -660.400  0.000000E+00  0.131446E+00  0.139508E+00  0.138276E+00
  -660.300  0.000000E+00  0.132017E+00  0.135140E+00  0.132072E+00
  -660.200  0.000000E+00  0.132966E+00  0.131213E+00  0.126309E+00
  -660.100  0.000000E+00  0.134160E+00  0.127695E+00  0.120999E+00
  -660.000  0.000000E+00  0.135349E+00  0.124434E+00  0.116047E+00
  -659.900  0.000000E+00  0.136355E+00  0.121325E+00  0.111380E+00
  -659.800  0.000000E+00  0.137024E+00  0.118287E+00  0.106956E+00
  -659.700  0.000000E+00  0.137208E+00  0.115231E+00  0.102715E+00
  -659.600  0.000000E+00  0.136798E+00  0.112085E+00  0.986031E-01
  -659.500  0.000000E+00  0.135819E+00  0.108895E+00  0.946734E-01
  -659.400  0.000000E+00  0.134257E+00  0.105647E+00  0.909099E-01
  -659.300  0.000000E+00  0.132197E+00  0.102426E+00  0.873956E-01
  -659.200  0.000000E+00  0.129871E+00  0.994213E-01  0.842901E-01
  -659.100  0.000000E+00  0.127478E+00  0.967991E-01  0.817411E-01
  -659.000  0.000000E+00  0.125266E+00  0.947780E-01  0.799451E-01
  -658.900  0.000000E+00  0.123605E+00  0.936850E-01  0.791987E-01
  -658.800  0.000000E+00  0.122827E+00  0.938078E-01  0.797604E-01
  -658.700  0.000000E+00  0.123286E+00  0.954883E-01  0.819547E-01
  -658.600  0.000000E+00  0.125335E+00  0.990825E-01  0.861270E-01
  -658.500  0.000000E+00  0.129325E+00  0.104947E+00  0.926215E-01
  -658.400  0.000000E+00  0.135549E+00  0.113421E+00  0.101786E+00
  -658.300  0.000000E+00  0.144229E+00  0.124781E+00  0.113912E+00
  -658.200  0.000000E+00  0.155613E+00  0.139367E+00  0.129360E+00
  -658.100  0.000000E+00  0.169824E+00  0.157370E+00  0.148345E+00
  -658.000  0.000000E+00  0.186916E+00  0.178962E+00  0.171080E+00
  -657.900  0.000000E+00  0.206886E+00  0.204216E+00  0.197664E+00
  -657.800  0.000000E+00  0.229672E+00  0.233162E+00  0.228161E+00
  -657.700  0.000000E+00  0.255050E+00  0.265623E+00  0.262419E+00
  -657.600  0.000000E+00  0.282811E+00  0.301423E+00  0.300277E+00
  -657.500  0.000000E+00  0.312602E+00  0.340179E+00  0.341353E+00
  -657.400  0.000000E+00  0.343997E+00  0.381408E+00  0.385151E+00
  -657.300  0.000000E+00  0.376451E+00  0.424438E+00  0.430975E+00
  -657.200  0.000000E+00  0.409403E+00  0.468525E+00  0.478029E+00
  -657.100  0.000000E+00  0.442174E+00  0.512804E+00  0.525402E+00
  -657.000  0.000000E+00  0.474077E+00  0.556301E+00  0.572041E+00
  -656.900  0.000000E+00  0.504341E+00  0.597964E+00  0.616818E+00
  -656.800  0.000000E+00  0.532231E+00  0.636744E+00  0.658597E+00
  -656.700  0.000000E+00  0.557028E+00  0.671594E+00  0.696243E+00
  -656.600  0.000000E+00  0.578058E+00  0.701536E+00  0.728690E+00
  -656.500  0.000000E+00  0.594784E+00  0.725733E+00  0.755020E+00
  -656.400  0.000000E+00  0.606725E+00  0.743459E+00  0.774435E+00
  -656.300  0.000000E+00  0.613667E+00  0.754286E+00  0.786443E+00
  -656.200  0.000000E+00  0.615496E+00  0.757949E+00  0.790730E+00
  -656.100  0.000000E+00  0.612354E+00  0.754479E+00  0.787286E+00
  -656.000  0.000000E+00  0.604518E+00  0.744130E+00  0.776345E+00
  -655.900  0.000000E+00  0.592536E+00  0.727463E+00  0.758453E+00
  -655.800  0.000000E+00  0.577051E+00  0.705205E+00  0.734342E+00
  -655.700  0.000000E+00  0.558889E+00  0.678304E+00  0.704974E+00
  -655.600  0.000000E+00  0.538918E+00  0.647828E+00  0.671453E+00
  -655.500  0.000000E+00  0.518073E+00  0.614907E+00  0.634944E+00
  -655.400  0.000000E+00  0.497243E+00  0.580681E+00  0.596641E+00
  -655.300  0.000000E+00  0.477257E+00  0.546258E+00  0.557724E+00
  -655.200  0.000000E+00  0.458793E+00  0.512593E+00  0.519224E+00
  -655.100  0.000000E+00  0.442371E+00  0.480494E+00  0.482033E+00
  -655.000  0.000000E+00  0.428388E+00  0.450649E+00  0.446934E+00
  -654.900  0.000000E+00  0.416942E+00  0.423443E+00  0.414419E+00
  -654.800  0.000000E+00  0.408017E+00  0.399107E+00  0.384812E+00
  -654.700  0.000000E+00  0.401385E+00  0.377684E+00  0.358270E+00
  -654.600  0.000000E+00  0.396693E+00  0.359029E+00  0.334742E+00
  -654.500  0.000000E+00  0.393425E+00  0.342812E+00  0.313990E+00
  -654.400  0.000000E+00  0.391104E+00  0.328719E+00  0.295780E+00
  -654.300  0.000000E+00  0.389092E+00  0.316237E+00  0.279670E+00
  -654.200  0.000000E+00  0.386925E+00  0.304982E+00  0.265324E+00
  -654.100  0.000000E+00  0.384036E+00  0.294441E+00  0.252264E+00
  -654.000  0.000000E+00  0.380009E+00  0.284214E+00  0.240109E+00
  -653.900  0.000000E+00  0.374543E+00  0.274000E+00  0.228560E+00
  -653.800  0.000000E+00  0.367403E+00  0.263518E+00  0.217321E+00
  -653.700  0.000000E+00  0.358442E+00  0.252567E+00  0.206167E+00
  -653.600  0.000000E+00  0.347662E+00  0.241079E+00  0.194993E+00
  -653.500  0.000000E+00  0.335143E+00  0.229036E+00  0.183733E+00
  -653.400  0.000000E+00  0.320983E+00  0.216446E+00  0.172347E+00
  -653.300  0.000000E+00  0.305369E+00  0.203386E+00  0.160858E+00
  -653.200  0.000000E+00  0.288567E+00  0.190009E+00  0.149362E+00
  -653.100  0.000000E+00  0.270797E+00  0.176438E+00  0.137934E+00
  -653.000  0.000000E+00  0.252329E+00  0.162809E+00  0.126650E+00
  -652.900  0.000000E+00  0.233478E+00  0.149335E+00  0.115678E+00
  -652.800  0.000000E+00  0.214514E+00  0.136167E+00  0.105120E+00
  -652.700  0.000000E+00  0.195736E+00  0.123486E+00  0.951110E-01
  -652.600  0.000000E+00  0.177420E+00  0.111454E+00  0.857725E-01
  -652.500  0.000000E+00  0.159856E+00  0.100273E+00  0.772807E-01
  -652.400  0.000000E+00  0.143272E+00  0.900708E-01  0.697303E-01
  -652.300  0.000000E+00  0.127976E+00  0.810693E-01  0.633167E-01
  -652.200  0.000000E+00  0.114179E+00  0.734229E-01  0.581864E-01
  -652.100  0.000000E+00  0.102101E+00  0.673053E-01  0.545040E-01
  -652.000  0.000000E+00  0.919418E-01  0.628882E-01  0.524426E-01
  -651.900  0.000000E+00  0.838615E-01  0.603427E-01  0.521873E-01
  -651.800  0.000000E+00  0.780102E-01  0.598149E-01  0.538945E-01
  -651.700  0.000000E+00  0.744535E-01  0.614323E-01  0.577242E-01
  -651.600  0.000000E+00  0.732514E-01  0.653154E-01  0.638290E-01
  -651.500  0.000000E+00  0.744117E-01  0.715245E-01  0.722938E-01
  -651.400  0.000000E+00  0.778635E-01  0.800824E-01  0.831853E-01
  -651.300  0.000000E+00  0.834985E-01  0.909486E-01  0.964879E-01
  -651.200  0.000000E+00  0.911244E-01  0.103989E+00  0.112091E+00
  -651.100  0.000000E+00  0.100560E+00  0.119093E+00  0.129909E+00
  -651.000  0.000000E+00  0.111447E+00  0.135918E+00  0.149593E+00
  -650.900  0.000000E+00  0.123458E+00  0.154134E+00  0.170806E+00
  -650.800  0.000000E+00  0.136192E+00  0.173313E+00  0.193095E+00
  -650.700  0.000000E+00  0.149211E+00  0.192928E+00  0.215882E+00
  -650.600  0.000000E+00  0.162011E+00  0.212387E+00  0.238523E+00
  -650.500  0.000000E+00  0.174165E+00  0.231115E+00  0.260366E+00
  -650.400  0.000000E+00  0.185155E+00  0.248440E+00  0.280662E+00
  -650.300  0.000000E+00  0.194585E+00  0.263780E+00  0.298736E+00
  -650.200  0.000000E+00  0.202044E+00  0.276539E+00  0.313903E+00
  -650.100  0.000000E+00  0.207243E+00  0.286240E+00  0.325602E+00
  -650.000  0.000000E+00  0.209953E+00  0.292521E+00  0.333407E+00
  -649.900  0.000000E+00  0.210046E+00  0.295100E+00  0.336971E+00
  -649.800  0.000000E+00  0.207510E+00  0.293884E+00  0.336167E+00
  -649.700  0.000000E+00  0.202416E+00  0.288891E+00  0.331000E+00
  -649.600  0.000000E+00  0.194968E+00  0.280335E+00  0.321692E+00
  -649.500  0.000000E+00  0.185413E+00  0.268512E+00  0.308573E+00
  -649.400  0.000000E+00  0.174083E+00  0.253846E+00  0.292120E+00
  -649.300  0.000000E+00  0.161377E+00  0.236884E+00  0.272951E+00
  -649.200  0.000000E+00  0.147689E+00  0.218184E+00  0.251707E+00
  -649.100  0.000000E+00  0.133457E+00  0.198362E+00  0.229097E+00
  -649.000  0.000000E+00  0.119048E+00  0.177988E+00  0.205783E+00
  -648.900  0.000000E+00  0.104844E+00  0.157631E+00  0.182426E+00
  -648.800  0.000000E+00  0.911687E-01  0.137801E+00  0.159618E+00
  -648.700  0.000000E+00  0.782350E-01  0.118863E+00  0.137801E+00
  -648.600  0.000000E+00  0.663002E-01  0.101212E+00  0.117426E+00
  -648.500  0.000000E+00  0.554557E-01  0.850539E-01  0.987501E-01
  -648.400  0.000000E+00  0.457947E-01  0.705441E-01  0.819569E-01
  -648.300  0.000000E+00  0.373229E-01  0.577367E-01  0.671178E-01
  -648.200  0.000000E+00  0.300261E-01  0.466385E-01  0.542473E-01
  -648.100  0.100000E-03  0.238602E-01  0.371824E-01  0.432670E-01
  -648.000  0.100000E-03  0.187006E-01  0.292501E-01  0.340530E-01
  -647.900  0.200000E-03  0.144849E-01  0.227130E-01  0.264503E-01
  -647.800  0.400000E-03  0.110837E-01  0.174073E-01  0.202771E-01
  -647.700  0.600000E-03  0.837619E-02  0.131624E-01  0.153347E-01
  -647.600  0.900000E-03  0.626744E-02  0.983012E-02  0.114534E-01
  -647.500  0.140000E-02  0.466168E-02  0.724227E-02  0.843253E-02
  -647.400  0.220000E-02  0.347206E-02  0.527339E-02  0.613099E-02
  -647.300  0.340000E-02  0.261802E-02  0.378936E-02  0.439253E-02
  -647.200  0.510000E-02  0.207475E-02  0.272246E-02  0.313231E-02
  -647.100  0.760000E-02  0.176210E-02  0.193963E-02  0.219890E-02
  -647.000  0.111000E-01  0.167842E-02  0.140147E-02  0.154088E-02
  -646.900  0.160000E-01  0.180943E-02  0.104357E-02  0.108264E-02
  -646.800  0.228000E-01  0.217314E-02  0.839138E-03  0.787473E-03
  -646.700  0.321000E-01  0.279019E-02  0.736810E-03  0.586154E-03
  -646.600  0.445000E-01  0.368683E-02  0.743383E-03  0.492308E-03
  -646.500  0.608000E-01  0.492285E-02  0.825097E-03  0.449011E-03
  -646.400  0.820000E-01  0.657901E-02  0.101195E-02  0.486374E-03
  -646.300  0.109100E+00  0.869818E-02  0.125531E-02  0.540659E-03
  -646.200  0.143100E+00  0.113933E-01  0.162022E-02  0.678242E-03
  -646.100  0.185200E+00  0.147233E-01  0.206446E-02  0.841538E-03
  -646.000  0.236500E+00  0.187917E-01  0.261720E-02  0.105077E-02
  -645.900  0.297900E+00  0.236688E-01  0.329402E-02  0.132044E-02
  -645.800  0.370100E+00  0.293986E-01  0.408075E-02  0.162681E-02
  -645.700  0.453600E+00  0.360313E-01  0.500142E-02  0.199385E-02
  -645.600  0.548400E+00  0.435617E-01  0.604669E-02  0.241055E-02
  -645.500  0.654000E+00  0.519499E-01  0.721105E-02  0.287473E-02
  -645.400  0.769400E+00  0.611166E-01  0.848345E-02  0.338198E-02
  -645.300  0.892800E+00  0.709188E-01  0.984407E-02  0.392440E-02
  -645.200  0.102200E+01  0.811816E-01  0.112686E-01  0.449231E-02
  -645.100  0.115410E+01  0.916749E-01  0.127252E-01  0.507297E-02
  -645.000  0.128550E+01  0.102113E+00  0.141740E-01  0.565055E-02
  -644.900  0.141240E+01  0.112193E+00  0.155732E-01  0.620835E-02
  -644.800  0.153080E+01  0.121598E+00  0.168787E-01  0.672879E-02
  -644.700  0.163650E+01  0.129994E+00  0.180442E-01  0.719341E-02
  -644.600  0.172590E+01  0.137095E+00  0.190299E-01  0.758637E-02
  -644.500  0.179530E+01  0.142608E+00  0.197951E-01  0.789143E-02
  -644.400  0.184230E+01  0.146341E+00  0.203133E-01  0.809802E-02
  -644.300  0.186470E+01  0.148121E+00  0.205603E-01  0.819648E-02
  -644.200  0.186180E+01  0.147890E+00  0.205283E-01  0.818374E-02
  -644.100  0.183360E+01  0.145650E+00  0.202174E-01  0.805978E-02
  -644.000  0.178130E+01  0.141496E+00  0.196407E-01  0.782989E-02
  -643.900  0.170700E+01  0.135594E+00  0.188215E-01  0.750330E-02
  -643.800  0.161350E+01  0.128167E+00  0.177906E-01  0.709231E-02
  -643.700  0.150440E+01  0.119501E+00  0.165876E-01  0.661275E-02
  -643.600  0.138360E+01  0.109905E+00  0.152557E-01  0.608176E-02
  -643.500  0.125520E+01  0.997057E-01  0.138399E-01  0.551736E-02
