        T    Average data
       1.0     10.9160     10.9160     10.9173   1300.8992
     300.0     10.9160     10.9162     10.9169   1300.8637
    1000.0     10.9160     10.9162     10.9168   1300.8546
  Infinite     10.9160     10.9162     10.9167   1300.8507
